Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
insB-2	U00096.3	279178	279681	-	504	89	76	74	84	32	56	52	33	34	48	26	28	33	38	16
insA-2	U00096.3	279600	279875	-	276	65	69	44	56	31	50	54	30	41	45	23	34	29	32	23
yagB	U00096.3	280385	280735	-	351	14	33	11	27	12	35	36	43	42	52	17	31	24	14	13
yagA	U00096.3	280829	281983	-	1155	67	28	32	28	32	10	3	6	7	2	4	12	13	9	3
yagE	U00096.3	282278	283186	+	909	75	83	71	65	43	40	33	42	29	108	28	30	31	37	30
yagF	U00096.3	283201	285168	+	1968	130	162	138	129	88	118	68	78	73	157	43	55	39	49	55
yagG	U00096.3	285395	286777	+	1383	68	24	27	27	19	14	10	7	15	9	4	8	12	10	3
yagH	U00096.3	286789	288399	+	1611	79	21	20	18	27	19	15	20	13	17	9	14	12	8	7
xynR	U00096.3	288404	289162	-	759	32	23	19	14	14	18	16	26	19	45	13	11	12	9	13
argF	U00096.3	289301	290305	-	1005	87	97	84	67	42	41	35	28	24	29	12	21	25	17	9
ykgS	U00096.3	290510	290638	+	129	20	27	22	17	12	6	5	5	6	5	3	13	7	4	5
insB-3	U00096.3	290649	291152	-	504	50	86	54	51	44	44	37	36	33	42	28	44	36	31	22
insA-3	U00096.3	291071	291346	-	276	43	73	46	49	41	54	54	42	28	28	28	28	47	31	30
yagJ	U00096.3	291500	292231	+	732	60	59	53	76	41	126	71	99	101	207	71	31	47	43	39
yagK	U00096.3	292322	292948	-	627	24	24	17	8	17	14	11	20	12	23	7	3	4	10	4
yagL	U00096.3	293220	293918	-	699	50	31	37	33	24	15	9	9	7	3	1	3	9	9	2
yagM	U00096.3	293945	294799	-	855	21	11	9	8	4	5	0	3	3	2	1	2	2	4	2
ykgV	U00096.3	294918	295142	-	225	37	25	13	26	21	5	10	9	8	7	7	6	3	5	5
yagN	U00096.3	295139	295579	-	441	80	120	78	93	65	53	28	76	35	69	38	36	41	28	29
intF	U00096.3	295696	297096	-	1401	177	265	194	192	119	125	132	133	138	144	83	93	94	87	67
yagP	U00096.3	297381	297791	-	411	39	39	21	23	21	20	15	18	32	22	12	14	21	10	11
paoD	U00096.3	297770	298726	-	957	60	37	25	34	39	29	26	24	41	28	7	19	22	23	17
paoC	U00096.3	298736	300934	-	2199	116	67	58	49	44	43	35	43	34	32	24	26	38	42	40
paoB	U00096.3	300931	301887	-	957	38	39	37	23	12	15	19	18	12	18	8	8	14	11	15
paoA	U00096.3	301884	302573	-	690	22	11	19	13	14	9	10	15	6	11	7	12	6	10	9
yagU	U00096.3	302991	303605	+	615	54	42	44	44	31	14	10	12	8	11	16	11	22	20	17
ykgJ	U00096.3	303853	304182	-	330	34	50	34	32	17	16	15	16	19	24	9	9	14	10	5
ecpE	U00096.3	304495	305205	-	711	31	30	18	28	17	42	19	25	25	36	7	7	14	13	12
ecpD	U00096.3	305174	306817	-	1644	77	91	64	78	49	77	43	71	63	51	16	28	45	39	24
ecpC	U00096.3	306807	309332	-	2526	144	50	61	55	43	64	27	46	37	35	12	16	25	34	21
ecpB	U00096.3	309358	310026	-	669	28	19	6	8	10	9	2	9	7	8	3	5	4	9	4
ecpA	U00096.3	310084	310671	-	588	28	12	11	9	8	13	10	9	12	18	5	5	8	9	5
ecpR	U00096.3	310746	311336	-	591	24	7	4	5	11	2	1	5	0	6	1	2	4	6	3
ykgL	U00096.3	312112	312339	+	228	43	26	24	27	11	18	18	9	12	9	8	10	10	8	3
ykgO	U00096.3	312374	312514	-	141	11	8	13	12	8	6	5	10	6	11	6	4	4	4	1
ykgM	U00096.3	312514	312777	-	264	18	18	29	19	21	10	9	16	6	16	6	14	10	9	2
ykgR	U00096.3	313141	313242	-	102	30	85	126	50	48	27	31	22	4	38	25	12	14	35	20
insE-1	U00096.3	315291	315590	+	300	17	12	19	23	16	22	21	19	15	34	9	9	13	10	8
insF-1	U00096.3	315587	316453	+	867	77	115	64	76	46	101	97	109	92	99	8	21	16	14	16
rclC	U00096.3	317726	318319	-	594	34	10	12	9	15	3	3	4	2	2	2	1	3	8	1
rclB	U00096.3	318331	318567	-	237	5	2	1	1	2	3	1	0	1	1	0	0	3	4	1
rclA	U00096.3	318676	320001	-	1326	63	18	36	20	14	17	13	28	21	23	11	16	22	15	19
rclR	U00096.3	320227	321081	+	855	35	17	18	16	7	6	1	1	2	10	4	5	9	7	2
ykgE	U00096.3	321608	322327	+	720	40	22	29	21	16	13	10	15	11	5	3	5	11	5	5
ykgF	U00096.3	322338	323765	+	1428	68	77	80	86	65	40	25	39	45	37	19	24	24	26	28
ykgG	U00096.3	323758	324453	+	696	55	53	69	50	45	22	28	32	22	36	19	33	20	24	17
ykgH	U00096.3	324696	325364	-	669	39	16	10	9	8	12	5	3	7	3	3	1	3	3	4
betA	U00096.3	325577	327247	-	1671	103	124	87	84	41	342	112	197	205	183	109	78	114	51	122
betB	U00096.3	327261	328733	-	1473	81	163	86	90	66	477	151	299	299	349	197	124	164	92	211
betI	U00096.3	328747	329334	-	588	53	143	72	101	74	338	131	246	233	264	154	111	139	88	168
betT	U00096.3	329463	331496	+	2034	134	196	116	177	116	425	240	382	361	413	287	165	265	161	211
yahV	U00096.3	331802	331876	+	75	5	7	2	4	4	8	2	0	2	1	0	1	0	0	0
pdeL	U00096.3	332371	333459	+	1089	59	69	54	64	30	53	53	58	45	41	14	11	12	31	10
yahB	U00096.3	333501	334433	-	933	158	187	129	158	112	59	35	63	37	54	28	32	37	31	14
yahC	U00096.3	334525	335022	-	498	34	19	17	15	13	6	1	9	14	10	3	6	3	8	3
yahD	U00096.3	335280	335885	+	606	29	15	14	18	10	4	2	8	3	5	6	4	7	12	4
yahE	U00096.3	335925	336788	+	864	28	7	17	7	7	4	2	1	4	5	1	3	1	2	1
yahF	U00096.3	336778	338325	+	1548	59	22	30	25	23	11	2	5	8	5	2	12	9	13	7
yahG	U00096.3	338325	339743	+	1419	64	22	26	19	23	18	9	11	6	19	2	7	12	12	4
yahH	U00096.3	339793	340089	+	297	25	10	13	10	13	5	3	7	8	14	2	10	7	7	3
yahI	U00096.3	340165	341115	+	951	37	23	16	15	12	14	3	10	13	11	3	3	9	6	7
yahJ	U00096.3	341125	342507	+	1383	89	61	54	70	54	90	41	71	81	105	18	28	28	24	35
yahK	U00096.3	342884	343933	+	1050	111	119	79	79	54	100	72	90	104	120	43	48	44	54	55
yahL	U00096.3	344176	344991	+	816	19	5	11	7	10	4	2	2	4	2	2	0	1	5	1
yahM	U00096.3	345404	345649	+	246	21	14	36	21	14	21	19	27	20	50	10	6	9	23	11
yahN	U00096.3	345666	346337	-	672	58	82	58	51	42	30	41	54	43	78	18	31	25	40	28
yahO	U00096.3	346484	346759	+	276	62	106	81	76	47	27	14	26	35	51	31	24	38	48	47
prpR	U00096.3	346857	348443	-	1587	88	72	40	52	23	13	9	23	15	32	18	21	16	18	18
prpB	U00096.3	348682	349572	+	891	36	23	19	23	14	5	5	12	7	8	2	10	10	7	0
prpC	U00096.3	350012	351181	+	1170	34	13	9	12	14	10	5	5	5	12	2	6	4	8	4
prpD	U00096.3	351215	352666	+	1452	37	26	23	17	16	5	9	4	11	9	5	11	7	5	2
prpE	U00096.3	352706	354592	+	1887	116	52	40	36	27	29	29	31	28	22	9	26	10	26	13
codB	U00096.3	354922	356181	+	1260	57	46	52	42	41	364	158	121	130	66	44	117	294	68	63
codA	U00096.3	356171	357454	+	1284	128	157	111	133	130	563	249	221	214	173	85	183	341	106	101
cynR	U00096.3	357791	358690	-	900	57	28	26	26	21	30	30	15	18	28	7	18	23	17	10
cynT	U00096.3	358799	359458	+	660	21	12	7	9	13	11	8	20	17	19	5	7	6	10	0
cynS	U00096.3	359489	359959	+	471	18	13	11	9	8	11	4	17	6	8	5	5	2	5	4
cynX	U00096.3	359992	361146	+	1155	101	80	56	144	61	47	31	55	28	47	10	72	8	31	13
lacA	U00096.3	361249	361860	-	612	473	870	325	1296	414	256	155	326	95	204	13	596	34	223	65
lacY	U00096.3	361926	363179	-	1254	978	1750	782	2568	996	240	184	419	143	401	15	937	30	415	121
lacZ	U00096.3	363231	366305	-	3075	2581	5010	2435	7803	2803	2930	1590	3478	1221	3759	91	3647	260	1923	701
lacI	U00096.3	366428	367510	-	1083	263	397	293	380	170	168	116	190	173	230	127	110	121	114	114
mhpR	U00096.3	367587	368420	-	834	647	1367	867	1390	555	261	120	409	263	413	287	270	241	321	222
mhpA	U00096.3	368611	370275	+	1665	80	27	23	24	31	8	12	9	8	12	4	9	5	10	4
mhpB	U00096.3	370277	371221	+	945	43	12	17	22	15	8	8	6	7	7	3	12	5	5	1
mhpC	U00096.3	371239	372105	+	867	27	20	11	26	10	12	6	5	12	8	7	8	9	6	4
mhpD	U00096.3	372115	372924	+	810	30	23	18	20	16	23	9	14	11	11	8	7	12	13	3
mhpF	U00096.3	372921	373871	+	951	35	19	23	19	16	14	7	19	21	18	7	6	5	10	5
mhpE	U00096.3	373868	374881	+	1014	39	23	28	26	22	26	24	26	26	30	7	16	6	14	11
mhpT	U00096.3	375459	376670	+	1212	70	41	27	32	16	36	22	31	44	39	8	15	24	14	16
yaiL	U00096.3	376772	377311	+	540	179	299	227	247	160	210	153	174	170	171	71	83	101	81	83
frmB	U00096.3	377535	378368	-	834	135	177	120	112	69	161	77	131	115	116	107	104	113	72	53
frmA	U00096.3	378462	379571	-	1110	118	163	97	130	94	272	176	267	253	248	159	170	242	145	115
frmR	U00096.3	379606	379881	-	276	41	94	52	65	40	119	75	101	96	92	77	86	98	60	37
yaiO	U00096.3	380069	380842	-	774	53	24	23	15	21	12	4	22	17	21	11	14	10	12	7
insC-1	U00096.3	381351	381716	+	366	36	39	27	26	20	32	25	41	27	33	15	15	17	16	8
insD-1	U00096.3	381674	382579	+	906	56	50	44	43	49	78	50	69	48	62	25	20	34	21	22
yaiP	U00096.3	382739	383935	-	1197	59	24	30	16	20	11	5	17	10	9	7	6	10	15	5
ykiC	U00096.3	383960	384079	+	120	16	1	5	5	3	1	0	4	0	0	0	1	0	0	0
yaiS	U00096.3	384059	384616	-	558	17	3	3	2	2	1	1	1	1	0	0	3	2	3	0
tauA	U00096.3	385232	386194	+	963	55	18	16	15	13	11	6	8	1	6	2	3	2	12	5
tauB	U00096.3	386207	386974	+	768	37	12	9	8	12	8	9	8	6	3	5	5	5	6	0
tauC	U00096.3	386971	387798	+	828	29	18	13	15	17	5	7	8	13	6	4	2	5	10	2
tauD	U00096.3	387795	388646	+	852	67	47	17	27	26	31	19	27	20	23	13	14	18	8	7
hemB	U00096.3	388753	389727	-	975	167	255	196	195	119	420	319	392	360	509	204	190	295	154	166
insF-2	U00096.3	391739	392605	-	867	84	114	63	85	41	120	75	109	67	108	6	30	33	27	18
insE-2	U00096.3	392602	392901	-	300	30	33	23	29	13	34	25	33	40	38	9	10	18	15	7
iprA	U00096.3	394506	395129	+	624	31	16	16	14	13	12	4	12	11	12	6	5	8	5	8
ampH	U00096.3	395130	396287	-	1158	128	207	139	191	111	206	126	159	172	196	60	74	62	71	51
sbmA	U00096.3	396639	397859	+	1221	160	197	145	181	107	152	97	141	117	152	56	63	76	53	77
yaiW	U00096.3	397872	398966	+	1095	122	226	151	174	105	260	200	228	253	282	43	28	55	50	52
yaiY	U00096.3	399025	399333	-	309	38	66	33	31	17	17	21	18	17	21	15	18	56	21	25
yaiZ	U00096.3	399593	399805	+	213	30	69	51	92	29	99	60	125	108	229	152	63	96	68	68
ddlA	U00096.3	399829	400923	-	1095	268	421	336	363	239	474	316	437	374	616	251	156	229	133	144
iraP	U00096.3	401386	401646	+	261	372	384	259	336	126	38	38	47	42	20	37	28	28	30	19
phoA	U00096.3	401747	403162	+	1416	101	81	71	82	40	52	25	28	61	56	34	18	22	32	22
psiF	U00096.3	403281	403601	+	321	32	43	25	36	19	28	18	25	19	45	26	15	28	14	24
dgcC	U00096.3	403703	404818	+	1116	47	31	32	29	38	30	34	19	26	31	14	10	17	12	17
proC	U00096.3	404835	405644	-	810	111	133	98	115	77	185	134	174	148	163	67	113	117	88	51
yaiI	U00096.3	405764	406222	+	459	63	103	51	51	54	50	35	43	49	49	20	39	29	22	21
aroL	U00096.3	406405	406929	+	525	223	367	234	276	174	250	147	219	281	219	134	90	137	112	112
yaiA	U00096.3	406979	407170	+	192	130	198	136	125	72	158	116	134	201	216	95	53	92	84	144
aroM	U00096.3	407428	408105	+	678	54	57	25	49	39	43	37	34	35	49	19	15	16	16	25
ppnP	U00096.3	408177	408461	+	285	65	103	85	110	78	107	80	94	83	180	126	65	107	61	57
ykiD	U00096.3	408947	409030	+	84	18	17	11	8	8	12	13	7	10	8	4	2	2	5	3
rdgC	U00096.3	409108	410019	-	912	234	290	259	241	173	379	295	257	252	215	119	157	210	121	86
mak	U00096.3	410144	411052	+	909	458	730	570	653	326	287	271	298	316	366	63	75	62	79	95
araJ	U00096.3	411297	412481	-	1185	92	100	83	79	45	92	63	73	79	111	27	32	26	28	25
sbcC	U00096.3	412607	415753	-	3147	365	596	457	464	299	832	538	618	702	451	121	158	201	146	149
sbcD	U00096.3	415750	416952	-	1203	107	129	89	104	70	176	111	121	124	121	47	55	96	49	37
phoB	U00096.3	417142	417831	+	690	67	80	48	59	47	95	51	63	70	81	31	18	37	34	27
phoR	U00096.3	417889	419184	+	1296	95	94	69	63	54	124	76	104	104	121	27	45	34	38	21
brnQ	U00096.3	419591	420910	+	1320	246	452	200	352	179	550	327	404	476	496	193	130	296	184	191
proY	U00096.3	420986	422359	+	1374	197	268	157	223	107	264	210	198	203	244	86	75	98	83	106
malZ	U00096.3	422518	424332	+	1815	131	154	96	106	79	145	87	98	93	126	36	45	71	44	45
acpH	U00096.3	424337	424918	-	582	41	49	20	25	20	33	17	33	32	38	11	18	22	15	12
queA	U00096.3	425011	426081	+	1071	204	309	205	252	170	351	275	183	213	137	82	78	96	53	52
tgt	U00096.3	426137	427264	+	1128	1466	1927	1364	1377	1027	1279	870	708	782	586	293	515	479	357	231
yajC	U00096.3	427287	427619	+	333	302	462	336	385	252	632	351	435	419	497	272	255	301	151	168
secD	U00096.3	427647	429494	+	1848	777	1318	834	1054	715	2062	1369	1346	1595	1617	551	476	595	353	422
secF	U00096.3	429505	430476	+	972	437	713	446	605	360	1294	840	945	1081	1137	339	272	355	220	318
yajD	U00096.3	430605	430952	+	348	172	245	211	262	127	298	217	246	272	299	88	102	99	77	102
tsx	U00096.3	431129	432013	-	885	307	461	348	381	232	325	266	278	214	267	234	174	219	82	104
yajI	U00096.3	432312	432851	-	540	62	38	31	31	18	20	22	23	15	18	12	7	18	11	10
nrdR	U00096.3	433002	433451	+	450	84	147	101	108	59	300	183	297	308	372	77	46	84	52	76
ribD	U00096.3	433455	434558	+	1104	203	488	291	362	190	894	581	835	853	763	140	128	200	110	192
ribE	U00096.3	434647	435117	+	471	404	751	447	514	314	1031	775	733	813	617	195	228	332	174	186
nusB	U00096.3	435137	435556	+	420	209	335	261	228	147	637	495	451	483	491	139	136	216	87	118
thiL	U00096.3	435634	436611	+	978	90	110	57	101	66	174	120	116	123	112	54	55	74	37	38
pgpA	U00096.3	436589	437107	+	519	164	194	172	195	115	173	134	148	160	220	96	106	140	88	105
yajO	U00096.3	437161	438135	-	975	276	466	394	417	261	255	176	270	194	231	193	191	219	216	233
dxs	U00096.3	438315	440177	-	1863	375	556	411	488	297	496	343	386	379	381	216	188	285	190	178
ispA	U00096.3	440202	441101	-	900	375	513	324	412	232	254	171	218	221	184	140	165	189	120	116
xseB	U00096.3	441101	441343	-	243	77	125	84	114	53	129	82	103	89	103	70	72	93	64	57
thiI	U00096.3	441549	442997	+	1449	200	320	239	221	170	447	354	328	326	337	111	116	195	67	95
yajL	U00096.3	443051	443641	-	591	76	90	57	78	58	76	70	74	71	72	34	38	37	27	22
panE	U00096.3	443604	444515	-	912	115	146	116	102	94	119	94	96	98	132	53	56	73	41	47
yajQ	U00096.3	444683	445174	+	492	105	105	83	124	65	165	97	134	131	173	70	57	76	46	49
yajR	U00096.3	445302	446666	-	1365	117	97	81	84	59	78	67	48	57	80	22	38	49	23	22
cyoE	U00096.3	446815	447705	-	891	779	1531	889	1379	649	1033	623	915	616	1386	1124	790	1094	641	817
cyoD	U00096.3	447717	448046	-	330	569	1239	639	982	485	644	417	544	433	715	663	511	564	293	392
cyoC	U00096.3	448046	448660	-	615	1754	3621	1565	2467	1120	1242	886	1069	793	1015	998	1170	1061	672	669
cyoB	U00096.3	448650	450641	-	1992	2687	5145	2825	4110	1841	2472	1902	2011	1479	1939	2081	2180	2690	1352	1300
cyoA	U00096.3	450663	451610	-	948	1607	2594	1810	2174	1266	1554	1048	1123	851	1195	1250	1218	1727	792	794
ampG	U00096.3	452070	453545	-	1476	133	166	127	152	102	133	117	112	104	100	60	76	122	78	55
yajG	U00096.3	453589	454167	-	579	247	346	278	362	188	264	222	216	201	176	177	212	260	156	107
bolA	U00096.3	454472	454789	+	318	458	636	662	482	319	305	221	377	288	504	340	320	365	301	327
tig	U00096.3	455133	456431	+	1299	1565	2700	1819	2099	1540	3908	2448	2420	2397	2652	1910	1679	2407	1021	1061
clpP	U00096.3	456677	457300	+	624	392	791	507	652	315	1082	681	867	792	1028	469	444	506	310	361
clpX	U00096.3	457426	458700	+	1275	775	1274	985	1113	689	1776	1176	1482	1394	2104	708	492	657	470	587
lon	U00096.3	458888	461242	+	2355	979	1502	1233	1285	754	1835	1170	1432	1624	1891	600	373	437	272	255
hupB	U00096.3	461451	461723	+	273	586	929	633	1016	554	943	566	968	766	1360	961	682	997	532	528
ppiD	U00096.3	461915	463786	+	1872	1212	1961	1412	1756	994	1528	1142	1315	1376	1443	663	536	623	422	500
ybaV	U00096.3	463937	464308	+	372	38	61	51	54	45	42	27	40	45	52	24	34	25	13	25
fadM	U00096.3	464402	464800	+	399	78	123	74	107	39	29	24	74	38	77	56	37	45	46	48
queC	U00096.3	464852	465547	-	696	99	139	90	106	54	129	89	119	129	186	74	54	96	55	63
ybaE	U00096.3	465612	467312	-	1701	106	109	87	90	66	79	97	101	80	122	22	49	42	46	40
cof	U00096.3	467412	468230	+	819	918	1550	1370	1306	711	356	364	454	287	714	120	781	283	946	297
decR	U00096.3	468383	468841	+	459	82	91	89	83	40	39	41	54	39	62	16	22	21	27	14
mdlA	U00096.3	468871	470643	+	1773	188	208	146	183	95	109	110	113	113	146	44	48	57	56	55
mdlB	U00096.3	470636	472417	+	1782	161	208	134	194	88	179	130	127	131	171	36	47	58	60	53
glnK	U00096.3	472598	472936	+	339	27	28	23	22	34	162	62	30	117	3	3	3	5	3	9
amtB	U00096.3	472966	474252	+	1287	97	91	71	108	82	278	137	108	245	118	39	42	57	28	40
tesB	U00096.3	474301	475161	-	861	64	74	70	72	60	97	59	81	91	127	76	59	76	50	54
ybaY	U00096.3	475379	475951	+	573	55	62	48	52	34	79	36	90	74	176	143	70	219	59	94
atl	U00096.3	475982	476371	-	390	22	28	17	18	11	30	18	41	31	59	19	9	20	17	20
ffs	U00096.3	476448	476561	+	114	10	8	5	8	8	19	19	37	16	28	36	14	70	7	28
ybaA	U00096.3	476672	477025	+	354	65	51	49	40	43	30	26	15	27	20	15	12	30	26	23
pdeB	U00096.3	477067	478617	-	1551	115	116	97	92	62	118	106	84	94	99	22	34	41	38	32
ylaC	U00096.3	478781	479251	-	471	80	72	54	53	42	79	71	69	85	80	43	48	51	48	29
maa	U00096.3	479367	479918	-	552	148	182	173	139	81	187	166	169	124	234	31	50	44	50	39
hha	U00096.3	480090	480308	-	219	1114	1664	1448	1082	659	845	788	699	611	720	120	432	212	284	165
tomB	U00096.3	480334	480708	-	375	931	1608	1364	1065	637	1017	928	1042	810	1479	204	553	272	328	267
acrB	U00096.3	481254	484403	-	3150	777	1231	826	1110	662	1690	1050	1374	1379	1652	746	537	779	460	576
acrA	U00096.3	484426	485619	-	1194	552	876	673	858	470	910	580	712	652	690	423	350	540	276	301
acrR	U00096.3	485761	486408	+	648	166	272	161	224	98	114	87	125	80	101	77	71	55	60	55
mscK	U00096.3	486536	489898	+	3363	405	527	401	434	282	437	337	383	401	453	138	100	148	133	136
ybaM	U00096.3	490110	490271	-	162	75	150	103	119	65	270	198	212	251	292	34	16	35	21	53
priC	U00096.3	490285	490812	-	528	111	188	127	132	97	443	313	373	414	420	51	41	47	40	78
ybaN	U00096.3	490882	491259	+	378	60	91	62	84	39	118	88	102	108	94	40	34	45	32	45
apt	U00096.3	491412	491963	+	552	159	211	147	164	88	244	221	146	185	133	77	87	93	71	46
dnaX	U00096.3	492092	494023	+	1932	615	1409	766	1025	643	1659	1024	1316	1300	1014	384	353	397	297	350
ybaB	U00096.3	494076	494405	+	330	164	357	211	288	168	519	337	438	406	380	165	142	204	122	147
recR	U00096.3	494405	495010	+	606	174	329	144	238	132	358	210	307	351	346	141	103	144	87	94
htpG	U00096.3	495120	496994	+	1875	609	685	612	478	302	684	438	533	574	735	233	181	195	136	205
adk	U00096.3	497175	497819	+	645	1856	3382	2083	2693	2039	1493	909	1174	1006	1042	708	1037	1121	727	543
hemH	U00096.3	498055	499017	+	963	153	160	174	106	84	46	50	34	42	82	36	34	43	61	43
aes	U00096.3	499014	499973	-	960	130	150	138	104	78	47	46	62	60	126	75	33	54	58	79
gsk	U00096.3	500125	501429	+	1305	358	488	354	342	269	450	337	278	320	274	84	106	153	94	83
ybaL	U00096.3	501562	503238	-	1677	251	391	300	312	207	376	270	288	289	435	157	192	256	181	167
fsr	U00096.3	503476	504696	-	1221	73	54	39	48	49	39	38	32	30	32	29	39	48	30	21
ushA	U00096.3	504914	506566	+	1653	408	670	508	504	368	390	275	291	346	340	153	184	204	139	147
ybaK	U00096.3	506603	507082	-	480	69	73	72	71	43	93	49	56	65	62	16	26	43	16	22
chiX	U00096.3	507204	507287	+	84	11	7	9	14	11	17	5	17	15	8	4	9	9	8	6
ybaP	U00096.3	507286	508080	-	795	73	53	52	54	31	99	63	69	87	52	23	44	52	39	28
ybaQ	U00096.3	508218	508559	+	342	35	56	45	36	40	61	38	56	56	54	28	28	49	25	32
copA	U00096.3	508875	511379	-	2505	253	309	187	269	201	428	227	531	379	520	184	117	622	182	143
glsA	U00096.3	511641	512573	+	933	53	86	54	32	40	15	37	25	17	82	7	18	6	44	73
ybaT	U00096.3	512576	513868	+	1293	90	94	68	38	43	28	40	41	20	88	8	17	7	45	69
cueR	U00096.3	513993	514400	+	408	101	91	84	92	54	105	73	96	104	147	44	57	71	60	72
ybbJ	U00096.3	514401	514859	-	459	85	74	90	73	55	105	73	83	106	131	58	63	70	44	41
qmcA	U00096.3	514856	515773	-	918	86	93	92	76	58	124	95	109	128	179	80	82	111	69	90
fetA	U00096.3	515919	516596	+	678	102	118	78	63	46	38	28	33	35	23	14	29	27	18	29
fetB	U00096.3	516583	517362	+	780	77	79	62	54	40	55	24	46	33	23	17	21	19	18	19
cnoX	U00096.3	517425	518279	-	855	222	267	233	194	131	341	230	313	334	417	126	93	137	57	124
ybbO	U00096.3	518340	519149	-	810	112	156	105	150	92	193	149	160	200	163	69	69	90	74	62
tesA	U00096.3	519139	519765	-	627	187	360	232	269	168	339	218	410	356	689	185	228	205	174	159
ybbA	U00096.3	519733	520419	+	687	77	132	84	96	82	164	91	197	153	364	86	87	79	73	69
ybbP	U00096.3	520416	522830	+	2415	178	225	142	174	132	260	167	279	297	540	151	148	128	94	94
rhsD	U00096.3	523261	527541	+	4281	302	239	191	177	153	111	72	82	80	102	32	53	58	58	45
ybbC	U00096.3	527581	527949	+	369	132	119	89	82	66	19	18	14	6	10	6	13	6	12	3
ylbG	U00096.3	529645	530016	-	372	26	37	18	27	16	35	21	28	26	33	16	9	12	14	11
selU	U00096.3	530132	531226	-	1095	107	124	113	97	91	151	109	99	112	124	31	48	58	43	34
allS	U00096.3	531295	532221	-	927	33	21	25	12	15	15	13	17	13	43	8	4	18	11	10
allA	U00096.3	532451	532933	+	483	27	30	17	15	11	85	46	62	85	264	13	11	11	18	17
allR	U00096.3	533011	533826	+	816	147	305	249	226	154	844	534	711	719	1576	209	122	207	137	266
gcl	U00096.3	533916	535697	+	1782	71	36	24	42	29	58	8	18	20	105	50	21	59	39	55
hyi	U00096.3	535710	536486	+	777	26	17	14	18	7	22	7	3	17	39	32	7	34	20	19
glxR	U00096.3	536586	537464	+	879	29	14	11	9	8	36	3	4	7	59	34	9	52	28	41
ybbW	U00096.3	537633	539087	+	1455	38	12	16	14	20	17	4	6	6	18	32	10	36	16	29
allB	U00096.3	539147	540508	+	1362	52	37	23	43	21	69	18	27	33	80	88	27	110	55	95
ybbY	U00096.3	540565	541866	+	1302	54	34	31	23	20	13	14	23	16	19	7	17	11	24	10
glxK	U00096.3	541888	543033	+	1146	67	79	46	48	19	38	22	39	32	30	24	10	18	28	19
allE	U00096.3	543261	544046	-	786	78	132	88	118	90	303	124	154	212	310	39	33	57	29	34
allC	U00096.3	544057	545292	-	1236	136	201	122	159	89	288	116	149	193	211	24	37	54	34	31
allD	U00096.3	545314	546363	-	1050	59	38	41	33	26	61	23	24	36	56	1	9	5	8	5
fdrA	U00096.3	546680	548347	+	1668	74	28	32	14	20	20	15	7	6	5	4	3	15	14	5
ylbE	U00096.3	548357	549616	+	1260	57	34	18	22	29	14	12	19	11	20	4	12	21	7	7
ylbF	U00096.3	549627	550442	+	816	55	13	31	22	17	19	16	11	10	11	2	7	18	11	3
ybcF	U00096.3	550439	551332	+	894	53	41	40	39	33	87	47	36	55	38	21	19	20	14	14
purK	U00096.3	551527	552594	-	1068	100	163	150	121	163	1033	671	531	691	244	227	197	442	177	262
purE	U00096.3	552591	553100	-	510	48	49	34	38	38	366	203	208	242	87	99	67	109	58	86
lpxH	U00096.3	553218	553940	-	723	185	242	189	183	148	223	141	207	202	219	147	146	179	111	120
ppiB	U00096.3	553943	554437	-	495	1178	1918	1616	1642	1089	1266	827	1279	1061	1009	804	1010	1041	806	700
cysS	U00096.3	554611	555996	+	1386	250	373	256	343	224	329	210	199	242	247	128	104	131	76	61
ybcI	U00096.3	556032	556553	-	522	59	57	43	41	34	42	33	19	25	29	13	14	23	14	8
ybcJ	U00096.3	556661	556873	-	213	73	89	64	63	50	195	105	144	151	210	47	51	76	55	63
folD	U00096.3	556875	557741	-	867	179	275	196	222	158	602	398	448	488	482	142	142	206	134	165
sfmA	U00096.3	558212	558754	+	543	13	6	2	7	7	3	3	1	1	1	1	1	7	7	0
sfmC	U00096.3	558974	559666	+	693	24	14	9	3	16	2	9	3	2	3	0	2	6	1	1
