Geneid	Chr	Start	End	Strand	Length	R76	R77	R78	R79	R80	R81	R82	R83	R84	R85	R86	R87	R88	R89	R90
xynR	U00096.3	288404	289162	-	759	1	2	2	7	4	1	14	9	1	7	2	6	3	14	1
argF	U00096.3	289301	290305	-	1005	15	13	5	16	8	11	7	20	14	17	14	18	23	27	9
ykgS	U00096.3	290510	290638	+	129	1	4	0	5	4	2	1	3	3	2	5	3	4	3	5
insB-3	U00096.3	290649	291152	-	504	7	6	7	17	10	3	8	5	10	12	16	15	21	17	15
insA-3	U00096.3	291071	291346	-	276	7	3	6	8	6	8	6	5	6	12	14	6	15	23	8
yagJ	U00096.3	291500	292231	+	732	9	5	6	21	8	2	10	14	15	18	18	10	13	16	10
yagK	U00096.3	292322	292948	-	627	1	2	0	7	2	3	2	2	9	3	3	3	2	4	8
yagL	U00096.3	293220	293918	-	699	2	3	2	12	10	4	7	3	5	3	3	7	11	8	9
yagM	U00096.3	293945	294799	-	855	0	1	3	10	1	2	7	1	4	2	3	4	4	0	4
ykgV	U00096.3	294918	295142	-	225	5	2	1	17	1	1	5	5	9	4	0	3	4	2	10
yagN	U00096.3	295139	295579	-	441	11	6	5	9	5	4	13	8	15	18	17	5	9	26	3
intF	U00096.3	295696	297096	-	1401	26	21	20	29	27	18	17	26	34	29	29	20	28	40	20
yagP	U00096.3	297381	297791	-	411	3	3	1	7	4	4	7	5	8	3	7	6	4	9	5
paoD	U00096.3	297770	298726	-	957	9	5	5	13	3	5	7	10	9	9	12	14	9	13	13
paoC	U00096.3	298736	300934	-	2199	8	7	5	28	8	9	23	24	18	19	16	25	19	30	18
paoB	U00096.3	300931	301887	-	957	3	6	2	19	7	1	15	4	4	5	9	7	5	6	4
paoA	U00096.3	301884	302573	-	690	0	2	1	11	3	3	3	5	1	3	5	4	2	5	4
yagU	U00096.3	302991	303605	+	615	2	2	3	17	8	1	9	2	2	4	4	8	5	11	2
ykgJ	U00096.3	303853	304182	-	330	2	2	2	2	7	3	4	3	4	4	1	1	2	2	5
ecpE	U00096.3	304495	305205	-	711	1	4	0	7	7	4	4	5	9	5	3	1	4	6	7
ecpD	U00096.3	305174	306817	-	1644	15	9	6	28	13	18	24	12	24	19	19	21	12	20	20
ecpC	U00096.3	306807	309332	-	2526	3	5	14	26	11	11	19	15	18	16	11	34	23	18	18
ecpB	U00096.3	309358	310026	-	669	4	1	1	8	4	2	3	7	7	1	1	6	2	2	3
ecpA	U00096.3	310084	310671	-	588	4	2	3	12	2	4	4	6	2	3	1	4	4	4	2
ecpR	U00096.3	310746	311336	-	591	0	0	2	12	0	1	1	3	2	0	0	4	0	0	1
ykgL	U00096.3	312112	312339	+	228	1	5	2	5	3	2	6	5	7	6	5	5	4	1	1
ykgO	U00096.3	312374	312514	-	141	4	0	1	5	1	0	1	1	2	1	3	2	2	2	1
ykgM	U00096.3	312514	312777	-	264	3	0	5	7	1	2	3	2	5	0	4	4	8	3	3
ykgR	U00096.3	313141	313242	-	102	7	1	2	9	7	5	5	2	10	3	2	3	2	3	4
insE-1	U00096.3	315291	315590	+	300	3	3	3	9	3	3	2	5	5	6	1	4	3	6	6
insF-1	U00096.3	315587	316453	+	867	10	5	5	12	10	2	3	10	11	9	9	13	12	6	4
rclC	U00096.3	317726	318319	-	594	0	2	2	8	1	4	6	6	4	2	0	1	6	1	2
rclB	U00096.3	318331	318567	-	237	0	0	0	2	1	2	4	1	0	0	0	1	0	0	3
rclA	U00096.3	318676	320001	-	1326	6	11	6	17	8	7	12	9	6	7	7	8	4	8	10
rclR	U00096.3	320227	321081	+	855	2	1	2	10	5	1	5	5	6	5	5	3	2	2	4
ykgE	U00096.3	321608	322327	+	720	1	4	2	14	10	6	6	5	2	8	11	7	9	15	3
ykgF	U00096.3	322338	323765	+	1428	27	16	11	40	25	4	13	20	14	18	20	7	22	38	11
ykgG	U00096.3	323758	324453	+	696	7	11	7	25	10	6	12	13	8	10	11	10	8	23	6
ykgH	U00096.3	324696	325364	-	669	2	1	3	13	7	3	8	2	3	0	1	4	0	2	6
betA	U00096.3	325577	327247	-	1671	22	25	17	24	30	44	40	31	25	68	79	40	69	103	45
betB	U00096.3	327261	328733	-	1473	38	48	39	29	43	78	48	54	42	85	121	38	137	162	52
betI	U00096.3	328747	329334	-	588	26	37	37	27	33	62	54	70	45	88	123	29	124	121	54
betT	U00096.3	329463	331496	+	2034	50	49	35	55	53	36	44	53	33	76	55	22	82	94	41
yahV	U00096.3	331802	331876	+	75	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
pdeL	U00096.3	332371	333459	+	1089	5	4	3	20	5	3	13	8	10	6	4	10	10	8	10
yahB	U00096.3	333501	334433	-	933	14	10	16	30	18	15	30	21	23	17	24	16	26	27	21
yahC	U00096.3	334525	335022	-	498	1	3	3	17	4	2	6	2	4	3	3	3	4	4	1
yahD	U00096.3	335280	335885	+	606	2	2	1	8	3	2	3	10	5	2	6	2	6	11	2
yahE	U00096.3	335925	336788	+	864	0	1	4	11	2	1	4	7	4	2	0	2	3	2	5
yahF	U00096.3	336778	338325	+	1548	0	3	3	27	1	4	8	11	9	6	7	9	13	3	5
yahG	U00096.3	338325	339743	+	1419	6	3	8	13	2	4	9	6	8	0	5	9	5	7	9
yahH	U00096.3	339793	340089	+	297	3	0	2	7	2	6	5	2	3	2	6	3	0	1	6
yahI	U00096.3	340165	341115	+	951	1	4	3	13	3	0	9	7	18	3	6	10	5	6	4
yahJ	U00096.3	341125	342507	+	1383	15	13	19	23	16	12	15	21	24	23	21	20	29	36	11
yahK	U00096.3	342884	343933	+	1050	20	27	46	26	38	16	20	26	32	21	44	23	26	41	23
yahL	U00096.3	344176	344991	+	816	1	2	1	6	0	2	4	3	4	1	3	2	0	0	3
yahM	U00096.3	345404	345649	+	246	4	1	2	2	4	2	2	1	3	2	7	2	3	5	1
yahN	U00096.3	345666	346337	-	672	5	9	6	17	7	10	10	10	11	13	13	6	12	5	9
yahO	U00096.3	346484	346759	+	276	25	37	44	46	36	11	22	19	19	4	17	21	7	17	8
prpR	U00096.3	346857	348443	-	1587	16	11	17	40	10	6	12	14	9	8	20	16	10	16	10
prpB	U00096.3	348682	349572	+	891	1	5	3	10	2	2	6	3	5	4	6	9	4	4	2
prpC	U00096.3	350012	351181	+	1170	1	0	3	12	3	2	3	2	6	5	1	3	1	3	6
prpD	U00096.3	351215	352666	+	1452	2	5	5	26	6	7	7	8	6	3	3	12	11	5	4
prpE	U00096.3	352706	354592	+	1887	4	5	10	43	3	12	19	10	20	1	14	12	7	6	11
codB	U00096.3	354922	356181	+	1260	12	4	8	23	15	8	18	18	7	4	22	10	11	13	9
codA	U00096.3	356171	357454	+	1284	36	18	14	38	13	24	37	27	30	23	40	19	38	52	13
cynR	U00096.3	357791	358690	-	900	0	5	2	21	6	5	11	4	10	1	10	7	8	12	13
cynT	U00096.3	358799	359458	+	660	2	2	2	8	2	4	8	4	4	1	2	5	5	6	2
cynS	U00096.3	359489	359959	+	471	0	3	1	14	1	1	5	2	1	2	0	0	2	1	3
cynX	U00096.3	359992	361146	+	1155	20	14	19	24	24	13	24	17	17	18	30	38	38	71	22
lacA	U00096.3	361249	361860	-	612	323	236	249	289	399	140	247	147	184	197	293	420	423	779	275
lacY	U00096.3	361926	363179	-	1254	718	577	555	695	966	236	576	305	333	328	611	1041	1044	1426	714
lacZ	U00096.3	363231	366305	-	3075	2273	1624	1319	1211	2331	834	1307	967	940	1597	2794	2416	4091	6710	1782
lacI	U00096.3	366428	367510	-	1083	63	49	33	53	74	23	29	39	49	50	52	30	35	101	37
mhpR	U00096.3	367587	368420	-	834	241	199	128	145	341	66	130	185	105	159	274	107	105	315	54
mhpA	U00096.3	368611	370275	+	1665	3	5	6	29	5	6	8	10	7	3	8	12	3	5	11
mhpB	U00096.3	370277	371221	+	945	6	0	1	18	0	1	4	5	5	3	11	6	4	4	6
mhpC	U00096.3	371239	372105	+	867	2	2	3	18	4	8	1	9	3	3	4	5	9	7	5
mhpD	U00096.3	372115	372924	+	810	7	5	4	8	6	3	8	9	2	4	6	6	6	8	8
mhpF	U00096.3	372921	373871	+	951	3	1	6	11	4	1	4	10	7	4	15	6	4	6	2
mhpE	U00096.3	373868	374881	+	1014	2	4	5	10	4	6	5	10	5	10	12	8	8	8	4
mhpT	U00096.3	375459	376670	+	1212	9	5	9	17	5	2	9	8	13	5	11	7	6	7	10
yaiL	U00096.3	376772	377311	+	540	39	54	29	30	52	49	60	43	44	58	77	44	65	96	36
frmB	U00096.3	377535	378368	-	834	50	63	27	36	14	21	25	11	24	30	29	24	24	32	12
frmA	U00096.3	378462	379571	-	1110	91	67	45	41	30	25	37	33	41	53	39	30	41	70	35
frmR	U00096.3	379606	379881	-	276	33	23	12	9	19	17	12	11	9	20	16	8	10	33	6
yaiO	U00096.3	380069	380842	-	774	1	0	2	10	4	4	4	7	5	2	4	7	3	8	4
insC-1	U00096.3	381351	381716	+	366	8	9	10	6	9	1	12	6	10	14	6	5	6	10	7
insD-1	U00096.3	381674	382579	+	906	8	11	3	9	8	8	10	13	14	17	12	9	13	15	5
yaiP	U00096.3	382739	383935	-	1197	2	1	2	19	4	1	1	3	3	5	4	5	6	5	6
ykiC	U00096.3	383960	384079	+	120	0	0	1	1	0	0	1	0	0	2	1	4	0	0	1
yaiS	U00096.3	384059	384616	-	558	0	1	1	4	1	0	1	3	0	0	1	5	1	0	3
tauA	U00096.3	385232	386194	+	963	0	2	4	28	4	3	4	11	8	1	10	12	5	7	5
tauB	U00096.3	386207	386974	+	768	0	2	1	9	3	2	4	6	8	6	6	8	6	9	4
tauC	U00096.3	386971	387798	+	828	1	1	5	15	1	4	9	8	10	3	6	6	7	4	7
tauD	U00096.3	387795	388646	+	852	4	2	11	11	4	6	6	11	10	4	11	12	14	8	6
hemB	U00096.3	388753	389727	-	975	60	55	40	34	43	56	41	48	62	82	56	35	67	107	51
insF-2	U00096.3	391739	392605	-	867	4	3	7	11	6	4	7	7	7	4	6	10	1	11	7
insE-2	U00096.3	392602	392901	-	300	2	4	2	8	3	1	6	5	4	6	7	5	4	7	5
iprA	U00096.3	394506	395129	+	624	4	4	3	6	1	2	2	2	6	0	1	7	3	7	4
ampH	U00096.3	395130	396287	-	1158	33	36	11	38	37	31	37	29	45	50	49	30	37	66	38
sbmA	U00096.3	396639	397859	+	1221	23	20	11	29	26	30	44	20	45	47	37	32	28	32	42
yaiW	U00096.3	397872	398966	+	1095	19	28	12	31	36	32	62	52	55	61	46	44	43	58	34
yaiY	U00096.3	399025	399333	-	309	5	3	0	5	2	1	2	6	4	5	3	2	2	3	1
yaiZ	U00096.3	399593	399805	+	213	19	20	7	9	14	11	12	10	7	19	16	7	19	35	4
ddlA	U00096.3	399829	400923	-	1095	65	66	36	53	57	67	52	65	64	110	102	44	91	142	68
iraP	U00096.3	401386	401646	+	261	40	29	26	57	29	14	74	45	54	41	69	27	35	77	26
phoA	U00096.3	401747	403162	+	1416	7	12	13	24	3	12	17	18	20	4	10	9	13	27	9
psiF	U00096.3	403281	403601	+	321	9	10	13	14	6	3	4	9	5	5	12	4	6	14	5
dgcC	U00096.3	403703	404818	+	1116	7	3	1	14	3	5	10	13	5	6	4	6	8	2	7
proC	U00096.3	404835	405644	-	810	44	44	24	26	33	24	26	37	32	44	27	17	41	61	22
yaiI	U00096.3	405764	406222	+	459	12	8	4	9	5	7	15	9	19	13	14	16	21	15	12
aroL	U00096.3	406405	406929	+	525	25	26	19	38	22	22	56	34	40	54	45	29	34	44	33
yaiA	U00096.3	406979	407170	+	192	27	24	19	20	28	15	29	12	24	24	33	13	20	38	17
aroM	U00096.3	407428	408105	+	678	8	1	3	14	9	7	7	5	5	8	9	3	11	6	1
ppnP	U00096.3	408177	408461	+	285	21	14	11	14	24	11	14	18	27	41	22	11	19	45	18
ykiD	U00096.3	408947	409030	+	84	4	1	3	1	0	1	3	0	4	0	3	7	4	1	2
rdgC	U00096.3	409108	410019	-	912	56	101	50	43	70	57	40	69	54	88	63	40	89	94	51
mak	U00096.3	410144	411052	+	909	128	83	56	84	103	75	126	101	130	130	213	45	120	139	77
araJ	U00096.3	411297	412481	-	1185	9	6	6	23	14	10	20	16	18	17	13	13	16	13	10
sbcC	U00096.3	412607	415753	-	3147	102	112	81	78	86	90	138	108	137	132	202	100	169	178	101
sbcD	U00096.3	415750	416952	-	1203	22	29	20	31	21	17	36	34	31	27	26	26	29	40	25
phoB	U00096.3	417142	417831	+	690	19	13	10	22	8	12	16	16	25	17	19	17	17	28	13
phoR	U00096.3	417889	419184	+	1296	14	13	9	25	7	13	20	15	17	22	28	11	23	34	14
brnQ	U00096.3	419591	420910	+	1320	41	27	16	29	48	22	37	44	43	83	89	30	43	80	36
proY	U00096.3	420986	422359	+	1374	47	22	25	39	40	41	40	40	43	87	61	39	81	104	53
malZ	U00096.3	422518	424332	+	1815	28	28	13	47	23	24	36	46	29	31	34	32	44	53	38
acpH	U00096.3	424337	424918	-	582	4	5	4	21	4	5	4	7	13	7	6	10	10	12	7
queA	U00096.3	425011	426081	+	1071	38	42	40	41	57	59	65	50	73	85	55	47	150	148	102
tgt	U00096.3	426137	427264	+	1128	325	528	390	444	417	513	494	458	515	446	492	462	1065	784	804
yajC	U00096.3	427287	427619	+	333	89	144	98	91	140	119	150	120	128	189	183	95	197	279	110
secD	U00096.3	427647	429494	+	1848	174	235	166	163	240	258	328	290	348	376	393	252	537	637	344
secF	U00096.3	429505	430476	+	972	92	119	90	84	123	152	157	134	181	246	222	126	312	346	215
yajD	U00096.3	430605	430952	+	348	39	38	18	33	59	38	37	66	57	65	75	24	62	89	30
tsx	U00096.3	431129	432013	-	885	24	54	25	33	43	30	48	31	55	63	76	25	64	92	37
yajI	U00096.3	432312	432851	-	540	6	3	1	11	5	2	6	5	7	10	3	8	6	5	2
nrdR	U00096.3	433002	433451	+	450	26	19	14	13	25	27	26	25	35	53	60	21	45	51	25
ribD	U00096.3	433455	434558	+	1104	62	75	42	53	65	93	108	95	135	117	167	59	122	152	72
ribE	U00096.3	434647	435117	+	471	72	104	49	44	79	73	104	123	123	121	129	77	152	165	102
nusB	U00096.3	435137	435556	+	420	48	53	35	35	44	30	68	47	71	92	96	37	55	87	42
thiL	U00096.3	435634	436611	+	978	23	23	16	22	10	16	14	19	21	40	30	17	45	45	37
pgpA	U00096.3	436589	437107	+	519	16	25	7	22	27	29	34	36	29	42	60	22	55	74	33
yajO	U00096.3	437161	438135	-	975	60	67	47	62	64	46	69	63	41	85	85	39	77	121	52
dxs	U00096.3	438315	440177	-	1863	81	81	47	58	93	85	117	101	103	137	159	87	153	219	103
ispA	U00096.3	440202	441101	-	900	88	81	46	75	90	74	104	85	77	111	133	86	116	162	95
xseB	U00096.3	441101	441343	-	243	21	23	20	14	11	22	23	28	28	27	32	19	28	47	33
thiI	U00096.3	441549	442997	+	1449	63	49	38	46	36	49	66	57	68	74	44	55	122	120	93
yajL	U00096.3	443051	443641	-	591	10	12	11	25	18	19	26	22	32	17	26	24	20	33	19
panE	U00096.3	443604	444515	-	912	22	36	24	39	38	36	50	44	61	34	47	38	50	62	40
yajQ	U00096.3	444683	445174	+	492	29	45	32	36	28	22	31	36	35	38	29	25	48	50	20
yajR	U00096.3	445302	446666	-	1365	7	16	9	23	5	15	19	12	10	14	27	21	24	17	12
cyoE	U00096.3	446815	447705	-	891	221	258	202	164	301	233	207	351	281	402	479	243	496	643	237
cyoD	U00096.3	447717	448046	-	330	171	212	138	174	253	156	195	242	196	281	270	185	322	436	156
cyoC	U00096.3	448046	448660	-	615	559	685	486	579	806	523	758	767	593	765	924	676	1184	1297	969
cyoB	U00096.3	448650	450641	-	1992	927	1112	677	605	1160	759	926	1153	790	1301	1638	855	1833	2333	1053
cyoA	U00096.3	450663	451610	-	948	469	568	349	382	553	387	456	573	407	680	849	414	749	1125	437
ampG	U00096.3	452070	453545	-	1476	30	18	12	16	21	33	18	39	30	34	38	46	48	54	31
yajG	U00096.3	453589	454167	-	579	60	50	20	33	57	40	43	54	50	64	70	38	67	115	35
bolA	U00096.3	454472	454789	+	318	135	173	171	129	180	91	111	123	118	126	157	95	141	157	77
tig	U00096.3	455133	456431	+	1299	559	886	645	444	654	594	518	711	584	1065	866	558	1448	1570	816
clpP	U00096.3	456677	457300	+	624	162	225	122	100	134	166	192	177	173	291	304	130	268	369	167
clpX	U00096.3	457426	458700	+	1275	203	238	213	178	243	245	297	246	338	368	512	264	425	517	189
lon	U00096.3	458888	461242	+	2355	187	187	138	155	160	111	126	163	205	199	111	72	127	235	55
hupB	U00096.3	461451	461723	+	273	198	308	195	226	256	145	229	229	188	260	237	132	242	437	130
ppiD	U00096.3	461915	463786	+	1872	262	255	194	192	308	278	302	387	354	446	508	270	514	667	269
ybaV	U00096.3	463937	464308	+	372	7	10	5	10	11	5	9	12	10	5	17	7	12	29	16
fadM	U00096.3	464402	464800	+	399	22	28	24	17	27	9	14	18	16	17	23	17	24	26	12
queC	U00096.3	464852	465547	-	696	19	33	24	30	12	31	17	13	25	29	24	20	23	38	21
ybaE	U00096.3	465612	467312	-	1701	11	16	8	46	19	16	25	25	21	12	37	25	16	35	25
cof	U00096.3	467412	468230	+	819	157	116	63	97	111	122	84	129	103	119	142	53	112	124	84
decR	U00096.3	468383	468841	+	459	13	9	5	16	10	12	10	12	11	21	28	16	20	30	18
mdlA	U00096.3	468871	470643	+	1773	35	15	19	56	30	32	32	31	52	53	76	44	80	77	44
mdlB	U00096.3	470636	472417	+	1782	25	48	17	35	30	55	32	32	52	63	78	44	95	88	46
glnK	U00096.3	472598	472936	+	339	2	0	0	6	1	5	10	6	12	5	3	4	3	6	5
amtB	U00096.3	472966	474252	+	1287	14	7	4	21	23	14	36	21	45	39	34	10	32	46	22
tesB	U00096.3	474301	475161	-	861	20	17	15	19	10	15	21	22	8	18	19	16	23	43	14
ybaY	U00096.3	475379	475951	+	573	14	20	17	17	19	8	18	10	13	16	28	6	8	28	8
atl	U00096.3	475982	476371	-	390	3	1	2	5	5	4	6	6	8	4	6	2	4	16	6
ffs	U00096.3	476448	476561	+	114	3	5	2	7	2	2	2	0	4	1	4	3	5	1	3
ybaA	U00096.3	476672	477025	+	354	4	10	7	26	7	8	12	8	14	7	19	9	12	15	19
pdeB	U00096.3	477067	478617	-	1551	9	11	13	33	22	11	16	21	25	36	26	29	18	22	23
ylaC	U00096.3	478781	479251	-	471	5	3	4	8	7	7	8	6	12	11	7	4	6	15	10
maa	U00096.3	479367	479918	-	552	5	5	7	21	2	9	11	18	16	15	11	5	10	11	10
hha	U00096.3	480090	480308	-	219	55	28	13	57	40	51	59	79	98	94	53	49	43	78	60
tomB	U00096.3	480334	480708	-	375	58	35	23	47	40	53	61	83	105	113	63	49	55	81	56
acrB	U00096.3	481254	484403	-	3150	260	250	187	208	290	255	409	305	478	515	488	282	527	717	396
acrA	U00096.3	484426	485619	-	1194	163	192	97	99	197	163	238	177	241	314	267	150	282	442	235
acrR	U00096.3	485761	486408	+	648	24	26	22	27	25	19	30	27	42	48	33	28	35	60	41
mscK	U00096.3	486536	489898	+	3363	49	75	38	85	55	69	59	92	100	128	116	72	140	165	95
ybaM	U00096.3	490110	490271	-	162	15	24	13	21	24	28	44	35	59	32	42	26	32	30	25
priC	U00096.3	490285	490812	-	528	41	28	17	26	36	40	45	47	54	70	91	37	59	59	34
ybaN	U00096.3	490882	491259	+	378	13	15	9	13	14	7	13	13	15	10	15	11	18	17	13
apt	U00096.3	491412	491963	+	552	35	43	30	29	28	29	31	44	48	65	28	16	46	85	34
dnaX	U00096.3	492092	494023	+	1932	221	289	133	144	256	212	305	265	240	387	424	225	456	528	293
ybaB	U00096.3	494076	494405	+	330	59	46	46	41	48	49	88	86	63	94	102	56	123	151	74
recR	U00096.3	494405	495010	+	606	35	41	34	49	61	47	72	59	58	62	68	54	89	109	71
htpG	U00096.3	495120	496994	+	1875	104	82	46	85	104	102	136	124	159	120	261	96	212	188	141
adk	U00096.3	497175	497819	+	645	514	654	479	410	596	393	464	611	486	506	627	405	651	912	386
hemH	U00096.3	498055	499017	+	963	10	7	9	23	8	9	27	26	23	48	32	23	33	36	12
aes	U00096.3	499014	499973	-	960	12	22	23	29	23	83	117	104	102	154	226	75	135	123	67
gsk	U00096.3	500125	501429	+	1305	70	58	47	60	61	56	89	86	88	83	90	94	152	118	114
ybaL	U00096.3	501562	503238	-	1677	115	78	68	79	106	73	136	104	99	126	190	78	125	187	96
fsr	U00096.3	503476	504696	-	1221	6	9	6	19	4	7	23	18	6	13	15	16	13	21	9
ushA	U00096.3	504914	506566	+	1653	104	107	96	123	101	102	123	120	110	109	115	93	152	200	79
ybaK	U00096.3	506603	507082	-	480	12	7	7	14	15	13	7	11	10	14	6	8	10	18	13
chiX	U00096.3	507204	507287	+	84	1	0	0	6	1	2	1	0	3	3	2	1	2	2	5
ybaP	U00096.3	507286	508080	-	795	9	6	5	11	5	12	14	13	12	9	17	8	8	20	11
ybaQ	U00096.3	508218	508559	+	342	9	10	3	15	8	5	9	10	14	10	22	10	12	18	8
copA	U00096.3	508875	511379	-	2505	65	98	46	73	66	67	128	73	91	175	244	105	141	403	75
glsA	U00096.3	511641	512573	+	933	39	33	18	41	51	40	20	27	13	28	86	28	40	37	31
ybaT	U00096.3	512576	513868	+	1293	34	20	23	38	39	31	20	22	16	32	74	27	35	30	26
cueR	U00096.3	513993	514400	+	408	29	31	9	22	25	21	29	21	23	49	59	22	46	41	23
ybbJ	U00096.3	514401	514859	-	459	18	23	15	18	13	14	23	19	16	39	31	11	28	32	31
qmcA	U00096.3	514856	515773	-	918	22	34	23	28	20	21	28	32	20	37	45	24	48	40	30
fetA	U00096.3	515919	516596	+	678	10	11	11	10	11	12	24	19	16	10	17	16	11	27	15
fetB	U00096.3	516583	517362	+	780	10	13	11	21	13	7	22	10	14	19	8	17	16	14	17
cnoX	U00096.3	517425	518279	-	855	46	43	29	35	35	36	48	44	51	65	84	35	65	82	31
ybbO	U00096.3	518340	519149	-	810	19	26	24	19	23	29	43	37	39	50	53	30	51	78	25
tesA	U00096.3	519139	519765	-	627	51	54	25	41	59	54	113	66	90	103	143	56	68	154	62
ybbA	U00096.3	519733	520419	+	687	24	18	10	31	23	17	40	26	31	46	37	20	21	66	21
ybbP	U00096.3	520416	522830	+	2415	55	46	30	57	47	57	106	58	80	100	146	67	74	107	52
rhsD	U00096.3	523261	527541	+	4281	35	37	26	73	48	25	66	51	73	50	51	51	44	79	43
ybbC	U00096.3	527581	527949	+	369	4	2	7	22	18	4	18	11	23	8	7	12	13	16	14
ylbG	U00096.3	529645	530016	-	372	4	6	1	9	3	7	3	6	5	4	7	5	7	9	8
selU	U00096.3	530132	531226	-	1095	31	14	18	17	17	15	27	18	27	18	18	25	36	23	21
allS	U00096.3	531295	532221	-	927	6	1	5	9	3	7	3	8	3	4	3	4	9	8	12
allA	U00096.3	532451	532933	+	483	2	5	5	5	4	2	4	8	8	5	28	9	5	10	6
allR	U00096.3	533011	533826	+	816	60	49	41	45	51	70	95	77	86	84	177	55	117	175	79
gcl	U00096.3	533916	535697	+	1782	8	3	4	30	11	7	29	22	27	4	34	29	19	29	12
hyi	U00096.3	535710	536486	+	777	2	2	9	14	2	12	17	19	9	0	28	18	16	21	11
glxR	U00096.3	536586	537464	+	879	0	1	1	9	4	6	11	20	7	3	41	11	16	22	10
ybbW	U00096.3	537633	539087	+	1455	1	1	5	25	2	8	24	18	8	2	39	13	4	40	5
allB	U00096.3	539147	540508	+	1362	5	6	12	17	8	13	35	29	11	7	46	23	21	67	13
ybbY	U00096.3	540565	541866	+	1302	1	3	7	23	5	6	9	5	5	7	12	4	5	13	13
glxK	U00096.3	541888	543033	+	1146	13	10	3	17	6	14	17	23	16	6	19	16	23	25	10
allE	U00096.3	543261	544046	-	786	14	15	7	27	19	17	16	21	21	22	38	10	21	25	8
allC	U00096.3	544057	545292	-	1236	25	21	9	31	20	13	28	27	28	29	57	17	25	45	22
allD	U00096.3	545314	546363	-	1050	2	7	3	11	9	5	4	7	8	6	17	4	5	11	6
fdrA	U00096.3	546680	548347	+	1668	1	4	7	22	6	4	6	10	7	1	5	13	8	6	9
ylbE	U00096.3	548357	549616	+	1260	3	6	5	25	8	9	6	9	10	2	4	14	10	11	10
ylbF	U00096.3	549627	550442	+	816	1	3	1	19	3	7	6	6	6	7	3	7	3	7	4
ybcF	U00096.3	550439	551332	+	894	7	6	5	14	13	7	11	8	5	13	7	7	14	11	9
purK	U00096.3	551527	552594	-	1068	23	18	13	30	15	20	42	20	21	30	24	17	26	29	24
purE	U00096.3	552591	553100	-	510	8	14	3	14	10	2	9	7	7	9	9	9	9	16	8
lpxH	U00096.3	553218	553940	-	723	42	43	29	34	55	23	34	38	36	69	39	35	72	84	28
ppiB	U00096.3	553943	554437	-	495	242	275	174	140	304	150	157	241	187	403	340	139	308	536	154
cysS	U00096.3	554611	555996	+	1386	58	90	48	56	83	71	79	85	80	110	108	77	115	127	86
ybcI	U00096.3	556032	556553	-	522	5	3	7	15	9	10	5	3	6	4	11	10	8	18	8
ybcJ	U00096.3	556661	556873	-	213	19	20	11	18	16	14	19	24	25	29	20	12	18	23	12
folD	U00096.3	556875	557741	-	867	44	46	26	51	47	45	50	66	66	89	56	38	58	74	44
sfmA	U00096.3	558212	558754	+	543	0	0	0	9	1	0	3	2	4	0	1	3	0	0	1
sfmC	U00096.3	558974	559666	+	693	1	2	1	10	0	1	4	3	3	3	1	2	1	0	2
sfmD	U00096.3	559697	562300	+	2604	5	6	8	38	4	4	9	10	10	7	9	23	5	7	13
sfmH	U00096.3	562336	563319	+	984	3	0	0	12	0	3	3	7	3	3	5	1	1	3	3
sfmF	U00096.3	563330	563845	+	516	0	2	1	8	0	3	1	2	3	2	1	7	2	2	2
fimZ	U00096.3	563848	564480	-	633	1	1	3	4	5	1	2	2	3	2	1	1	0	1	2
argU	U00096.3	564723	564799	+	77	1	1	0	0	0	0	0	0	0	0	1	1	2	0	0
intD	U00096.3	564815	565978	-	1164	47	51	34	55	72	51	87	87	91	74	91	67	90	78	77
insE-3	U00096.3	566842	567141	+	300	2	6	2	2	2	4	7	5	3	4	7	9	3	6	7
insF-3	U00096.3	567138	568004	+	867	7	4	5	15	7	2	8	1	6	4	1	6	9	8	3
emrE	U00096.3	568315	568647	+	333	7	4	8	20	7	7	8	9	21	6	18	6	12	12	6
ylcJ	U00096.3	568695	568844	+	150	0	1	0	6	3	0	2	1	3	0	1	1	0	0	4
ybcK	U00096.3	568902	570428	+	1527	0	1	2	12	4	5	2	5	1	3	5	5	7	2	9
ybcL	U00096.3	570893	571444	+	552	5	3	2	12	3	5	10	9	15	5	8	9	21	9	7
ybcM	U00096.3	571454	572251	+	798	17	3	4	24	16	9	14	16	27	12	12	12	14	12	10
ylcH	U00096.3	572368	572469	+	102	2	1	0	3	0	1	2	1	1	1	0	0	0	3	1
ybcN	U00096.3	572466	572921	+	456	2	0	2	9	0	0	4	2	6	5	2	6	2	4	1
ninE	U00096.3	572921	573091	+	171	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ybcO	U00096.3	573084	573374	+	291	0	0	0	6	1	0	1	1	0	0	2	1	1	1	4
rusA	U00096.3	573371	573733	+	363	0	2	1	6	0	0	2	0	5	0	2	4	1	3	3
ylcG	U00096.3	573730	573870	+	141	0	0	0	1	0	1	2	1	2	0	0	4	0	1	0
ybcQ	U00096.3	573956	574339	+	384	0	0	2	8	6	2	6	3	4	2	3	1	1	2	4
insH-2	U00096.3	574737	575753	-	1017	188	201	108	138	225	173	242	333	264	429	500	156	511	817	271
essD	U00096.3	577398	577613	+	216	1	0	0	1	1	0	1	2	4	1	2	1	2	2	2
